Geschäftsnummer;Bewilligungsdatum;Endverbraucherland;AG (GKV);MTCR (GKV);NSGI (GKV);NSGII (GKV);WA (GKV);ML (GKV);Anhang 5.1;Anhang 5.2;ChKV; Wert 
12051;06.03.2012;Indonesien;;;;;5A001f;;;;; Fr. 7'000.00 
12052;07.03.2012;Großbritannien (Vereinigtes Königreich);;;;1B231.b2;;;;;; Fr. 500.00 
12052;07.03.2012;Großbritannien (Vereinigtes Königreich);;;;1C235;;;;;; Fr. 12'450.00 
12053;07.03.2012;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 363'240.00 
12054;07.03.2012;Indonesien;;;;2B201b1;;;;;; Fr. 358'109.00 
12055;07.03.2012;Indien;;;;;6A003b4;;;;; Fr. 6'700.00 
12056;07.03.2012;Taiwan, Provinz von China;;;;;2B001a;;;;; Fr. 1'950'000.00 
12064;07.03.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 2'300.00 
12058;08.03.2012;Rumänien;;;;;2B001a;;;;; Fr. 84'000.00 
12059;08.03.2012;Schweden;;;;;;4c;;;; Fr. 10'789.00 
12060;08.03.2012;Pakistan;2B350g2;;;;;;;;; Fr. 1'635.00 
12061;08.03.2012;Frankreich;;;0B001b14;;;;;;; Fr. 330'000.00 
12062;08.03.2012;San Marino;;;;;;10b;;;; Fr. 95'000.00 
12063;08.03.2012;Niederlande;;;0B001b14;;;;;;; Fr. 5'000.00 
12057;09.03.2012;Belarus;;;;2B201b1;;;;;; Fr. 1'248'383.00 
12065;09.03.2012;Indien;;;;2B001a;2B001a;;;;; Fr. 453'500.00 
12066;09.03.2012;Pakistan;2B350g2;;;;;;;;; Fr. 10'368.00 
12067;09.03.2012;Israel;;;;;7B003a;;;;; Fr. 41'000.00 
12067;09.03.2012;Israel;;;;;7B003a;;;;; Fr. 21'000.00 
12068;09.03.2012;Taiwan, Provinz von China;;;;2B201b1;2B001c;;;;; Fr. 863'000.00 
12069;09.03.2012;Chile;;;;;;1a;5.1;;; Fr. 13'900.00 
12070;09.03.2012;Vietnam;;;;;5A001f;;;;; Fr. 902'396.00 
12071;09.03.2012;China;;;;;6A005a5b;;;;; Fr. 59'080.00 
12072;09.03.2012;China;;;;2B201b1;;;;;; Fr. 948'000.00 
12073;09.03.2012;China;;;;2B201b;2B001c;;;;; Fr. 280'000.00 
12074;09.03.2012;Indien;;;;;6A002c1;;;;; Fr. 7'611.00 
12074;09.03.2012;Indien;;;;;;5b;;;; Fr. 50'000.00 
12074;09.03.2012;Indien;;;;;6A002c1;;;;; Fr. 10'233.00 
12074;09.03.2012;Indien;;;;;6A002c1;;;;; Fr. 19'720.00 
12074;09.03.2012;Indien;;;;;6A002a3f;;;;; Fr. 7'300.00 
12075;09.03.2012;China;;;;2B201b;2B001c;;;;; Fr. 1'371'975.00 
12076;09.03.2012;Brasilien;;;;;5A002a1a;;;;; Fr. 3'890.00 
12077;09.03.2012;China;;;;2B201a1;;;;;; Fr. 1'064'250.00 
12078;09.03.2012;Hong Kong;;;;;5A002a1a;;;;; Fr. 3'890.00 
11938;12.03.2012;Kroatien (Hrvatska);;;;;6A005a6b2;;;;; Fr. 155'800.00 
11944;12.03.2012;China;;;;;6A005a6b2;;;;; Fr. 24'000.00 
12079;12.03.2012;China;;;;;2B001a;;;;; Fr. 160'570.00 
12080;12.03.2012;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 341'600.00 
12081;12.03.2012;Algerien;;;;;;;;5.2;; Fr. 625'000.00 
12082;12.03.2012;China;;;;2B201a1;;;;;; Fr. 1'064'250.00 
12083;12.03.2012;Taiwan, Provinz von China;;;;;3A001g2;;;;; Fr. 70'000.00 
12084;12.03.2012;Vereinigte Arabische Emirate;;;;;5A001f;;;;; Fr. 1'300.00 
12085;13.03.2012;Korea, Republik;;;;1C233;;;;;; Fr. 4'600.00 
12086;13.03.2012;Peru;;;;;5A002a1a;;;;; Fr. 76'800.00 
12087;13.03.2012;Peru;;;;;5A002a1a;;;;; Fr. 44'800.00 
12088;13.03.2012;Indien;;;;2B201a1;2B001b2;;;;; Fr. 840'000.00 
12089;13.03.2012;Peru;;;;;5A002a1a;;;;; Fr. 19'200.00 
12090;13.03.2012;China;;;;;2B001a;;;;; Fr. 570'000.00 
12091;14.03.2012;Brasilien;;;;2B201a1;2B001b2;;;;; Fr. 228'380.00 
12092;14.03.2012;China;;;;2B201b1;2B001c;;;;; Fr. 600'000.00 
12093;14.03.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 274'216.00 
12094;14.03.2012;China;;;;2B201a1;;;;;; Fr. 200'807.00 
12095;14.03.2012;China;;;;;2B001d;;;;; Fr. 272'175.00 
12096;14.03.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 1.00 
12097;14.03.2012;Katar;;;;;3A001a5a5;;;;; Fr. 75'000.00 
12098;15.03.2012;China;;;;;5D002c1;;;;; Fr. 79'838.00 
12099;15.03.2012;Brasilien;;;;2B201a;;;;;; Fr. 152'807.00 
12100;15.03.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 230'000.00 
12101;15.03.2012;Brasilien;;;;2B201a;;;;;; Fr. 152'807.00 
12102;15.03.2012;Brasilien;;;;2B201a;2B001b2;;;;; Fr. 228'182.00 
12103;15.03.2012;Brasilien;;;;2B201a1;2B001b2;;;;; Fr. 228'182.00 
12104;15.03.2012;Brasilien;;;;2B201a1;2B001b2;;;;; Fr. 206'445.00 
12105;15.03.2012;Frankreich;;;;;;;5.1;;; Fr. 600.00 
12106;16.03.2012;Thailand;;;;2B201a1;2B001b2;;;;; Fr. 348'409.00 
12107;16.03.2012;China;;;;2B201b1;;;;;; Fr. 452'800.00 
12108;16.03.2012;China;;;;2B201b1;;;;;; Fr. 452'800.00 
12109;16.03.2012;China;;;;2B201b1;;;;;; Fr. 452'800.00 
12110;16.03.2012;China;;;;2B201b1;;;;;; Fr. 452'800.00 
12111;16.03.2012;Indien;;;;;;;5.1;;; Fr. 6'486.00 
12112;19.03.2012;Brasilien;;;;;6A005a6b2;;;;; Fr. 169'371.00 
12113;19.03.2012;Brasilien;;;;2B201a;2B001b2;;;;; Fr. 431'770.00 
12114;19.03.2012;Kuwait;;;;;;;5.1;;; Fr. 1'417.00 
12114;19.03.2012;Kuwait;;;;;;;5.1;;; Fr. 4'175.00 
12115;19.03.2012;Indien;2B352b;;;;;;;;; Fr. 2'098'300.00 
12116;19.03.2012;Indien;;;;;2B001a;;;;; Fr. 168'000.00 
12117;20.03.2012;Serbien;;;;2B201a1;;;;;; Fr. 8'000.00 
12118;20.03.2012;Korea, Republik;1C351d11;;;;;;;;; Fr. 336.00 
12118;20.03.2012;Korea, Republik;1C351d11;;;;;;;;; Fr. 336.00 
12119;20.03.2012;Indonesien;;;;;3A002g2;;;;; Fr. 43'481.00 
12120;20.03.2012;Großbritannien (Vereinigtes Königreich);1C351d11;;;;;;;;; Fr. 1'022.00 
12121;20.03.2012;Großbritannien (Vereinigtes Königreich);1C351d11;;;;;;;;; Fr. 255.00 
12121;20.03.2012;Großbritannien (Vereinigtes Königreich);1C351d11;;;;;;;;; Fr. 255.00 
12122;20.03.2012;Indonesien;;;;;3A002g2;;;;; Fr. 43'481.00 
12123;20.03.2012;Großbritannien (Vereinigtes Königreich);1C351d11;;;;;;;;; Fr. 255.00 
12123;20.03.2012;Großbritannien (Vereinigtes Königreich);1C351d11;;;;;;;;; Fr. 255.00 
12124;20.03.2012;China;;;;2B201b1;2B001c1;;;;; Fr. 528'365.00 
12125;20.03.2012;Indonesien;2B350.i4;;;;;;;;; Fr. 8'455.00 
12126;20.03.2012;China;;;;2B201b1;;;;;; Fr. 403'424.00 
12001;21.03.2012;Deutschland;;;;1C235;;;;;; Fr. 1'395.00 
12001;21.03.2012;Deutschland;;;;1B231.b2;;;;;; Fr. 500.00 
12127;21.03.2012;Vereinigte Arabische Emirate;;;;;;3a;;;; Fr. 2'550.00 
12128;21.03.2012;Frankreich;;;;;;;5.1;;; Fr. 695.00 
12129;21.03.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 302'859.00 
12130;21.03.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 302'859.00 
12131;21.03.2012;China;;;;;5A002a1a;;;;; Fr. 20'000.00 
12132;21.03.2012;Bangladesch;;;;;5A002a1a;;;;; Fr. 48'000.00 
12134;21.03.2012;Singapur;;;;;5A002a1a;;;;; Fr. 38'400.00 
12135;21.03.2012;Taiwan, Provinz von China;;;;;7B003a;;;;; Fr. 174'000.00 
12135;21.03.2012;Taiwan, Provinz von China;;;;;7B003a;;;;; Fr. 120'300.00 
12136;21.03.2012;Vereinigte Arabische Emirate;;;;;;11;;;; Fr. 521'780.00 
12137;21.03.2012;Chile;;;;;6A003b4;;;;; Fr. 6'700.00 
12138;21.03.2012;Demokratische Republik Kongo;;;;;;4b;;;; Fr. 8'870.00 
12152;21.03.2012;Pakistan (CA);;;;;;;;;; Fr. 600'000.00 
12153;21.03.2012;Indien (CA);;;;;;;;;; Fr. 40'000'000.00 
10263;22.03.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 1'790.00 
12140;22.03.2012;Singapur;;;;;6A002.c1;;;;; Fr. 826'874.00 
12141;22.03.2012;China;;;;2B201b1;;;;;; Fr. 699'000.00 
12142;22.03.2012;China;;;;2B201b1;;;;;; Fr. 798'000.00 
12143;22.03.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 178'500.00 
12144;22.03.2012;Taiwan, Provinz von China;2B350g2;;;;;;;;; Fr. 4'000.00 
12145;22.03.2012;Taiwan, Provinz von China;2B350.g2;;;;;;;;; Fr. 35'000.00 
12146;22.03.2012;Russische Föderation;;;;;;;;;2B10; Fr. 2'970.00 
12147;22.03.2012;Schweiz;;;;;;;5.1;;; Fr. 950.00 
12148;22.03.2012;China;;;;2B201b;2B001c;;;;; Fr. 344'622.00 
12149;22.03.2012;Indien;;;;2D202;2D002;;;;; Fr. 9'819.00 
12150;22.03.2012;Kolumbien;;;;;;;5.1;;; Fr. 21'800.00 
12151;22.03.2012;Singapur;;;;2B201b1;;;;;; Fr. 225'290.00 
12154;23.03.2012;China;;;;2B201a1;;;;;; Fr. 311'142.00 
12155;23.03.2012;Russische Föderation;;2B120;;;7B003a;;;;; Fr. 455'086.00 
12157;23.03.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 99'000.00 
12158;23.03.2012;China;;;;2B201a1;;;;;; Fr. 155'571.00 
12159;23.03.2012;Singapur;;;;;5A002a1a;;;;; Fr. 16'000.00 
12160;23.03.2012;Russische Föderation;;;;2B201a;2B001b;;;;; Fr. 240'730.00 
12161;23.03.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 495'000.00 
12162;23.03.2012;Frankreich;;;0B001b14;;;;;;; Fr. 40'000.00 
12163;23.03.2012;China;;;;;5D002c1;;;;; Fr. 54'430.00 
12166;26.03.2012;Indien;;;;;5D002c1;;;;; Fr. 12'334.00 
12168;26.03.2012;Indien;;;;;;;5.1;;; Fr. 1'900.00 
12133;27.03.2012;Kanada;;;;;;3a;;;; Fr. 285.00 
12156;27.03.2012;Taiwan, Provinz von China;;2B120;;;7B003a;;;;; Fr. 375'000.00 
12165;27.03.2012;China;;;;;5.00E+02;;;;; Fr. 10'000.00 
12167;27.03.2012;China;;;;;3A001a2c;;;;; Fr. 641'200.00 
12169;27.03.2012;Indien;;;;;;;5.1;;; Fr. 1'900.00 
12170;27.03.2012;Vereinigte Staaten;;;0B001b14;;;;;;; Fr. 15'000.00 
12171;27.03.2012;Belarus;;;;2B001a;2B001a;;;;; Fr. 69'130.00 
12172;27.03.2012;Indien;;;;;;;5.1;;; Fr. 1'900.00 
12173;27.03.2012;Indien;;;;;;;5.1;;; Fr. 1'900.00 
12174;27.03.2012;Indien;;;;;;;5.1;;; Fr. 1'900.00 
12175;27.03.2012;Litauen;;;;;;;5.1;;; Fr. 13'000.00 
12176;27.03.2012;Indien;;;;;;;5.1;;; Fr. 1'900.00 
12177;27.03.2012;Indien;;;;;;;5.1;;; Fr. 1'900.00 
12178;27.03.2012;Indien;;;;;;;5.1;;; Fr. 1'900.00 
12179;27.03.2012;China;;;;;5D002c1;;;;; Fr. 30'353.00 
12180;27.03.2012;China;;;;;5D002c1;;;;; Fr. 30'353.00 
12181;27.03.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 28'400.00 
12182;27.03.2012;China;;;;;3A001a2c;;;;; Fr. 64'800.00 
12183;27.03.2012;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 95'478.00 
12185;27.03.2012;Russische Föderation;;;;;2B001a;;;;; Fr. 149'515.00 
12186;27.03.2012;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 263'405.00 
12187;27.03.2012;Russische Föderation;;;;2B201a;;;;;; Fr. 140'177.00 
12189;27.03.2012;Marokko;;;;;3A001g2;;;;; Fr. 41'381.00 
12190;27.03.2012;Marokko;;;;;3A001g2;;;;; Fr. 41'381.00 
12191;27.03.2012;Malaysia;;;;;6A002a3f;;;;; Fr. 16'400.00 
12191;27.03.2012;Malaysia;;;;;;5b;;;; Fr. 32'967.00 
12191;27.03.2012;Malaysia;;;;;6A002c1;;;;; Fr. 73'565.00 
12000;28.03.2012;China;;;;;6A005a6b2;;;;; Fr. 169'371.00 
12164;28.03.2012;Libanon;;;;;5A001f;;;;; Fr. 287'000.00 
12192;28.03.2012;Südafrika;;;;;6A005a6b2;;;;; Fr. 162'000.00 
12193;28.03.2012;Israel;;;;;6A005a6b2;;;;; Fr. 169'371.00 
12194;28.03.2012;Andorra;;;;;;3a;;;; Fr. 340.00 
12195;28.03.2012;Brasilien;;;;2B201a1;2B001b2;;;;; Fr. 225'513.00 
12196;28.03.2012;Brasilien;;;;2B201a1;;;;;; Fr. 244'309.00 
12197;28.03.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 215'283.00 
12019;29.03.2012;Saudi-Arabien;;;;;;14;;;; Fr. 9'372'520.00 
12139;29.03.2012;Slowenien;;;;;;;;5.2;; Fr. 31'517.00 
12198;29.03.2012;Slowenien;;;;;;10g;;;; Fr. 66'946.00 
12199;29.03.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 733'500.00 
12200;29.03.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 832'500.00 
12201;29.03.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 73'800.00 
12202;29.03.2012;Taiwan, Provinz von China;;;;;2D002;;;;; Fr. 28'232.00 
12204;29.03.2012;Russische Föderation;;;;1B231a;;;;;; Fr. 449'457.00 
12205;29.03.2012;Estland;;;;;6A002c1;;;;; Fr. 7'299.00 
12205;29.03.2012;Estland;;;;;6A002c1;;;;; Fr. 6'651.00 
12205;29.03.2012;Estland;;;;;6A002c1;;;;; Fr. 7'611.00 
12205;29.03.2012;Estland;;;;;6A002a3f;;;;; Fr. 7'300.00 
12207;30.03.2012;Russische Föderation;;;;2B201a;;;;;; Fr. 166'133.00 
12208;30.03.2012;China;;;;2B201b1;;;;;; Fr. 443'000.00 
12209;30.03.2012;China;;;;;3A001a2c;;;;; Fr. 19'500.00 
12210;30.03.2012;China;;;;2B201b1;;;;;; Fr. 387'000.00 
12211;30.03.2012;Israel;;;;;3A001a10c;;;;; Fr. 76'234.00 
12212;30.03.2012;Israel;;;;;3A001a10c;;;;; Fr. 64'800.00 
12213;30.03.2012;Litauen;;;;1C231;;;;;; Fr. 1'300.00 
12214;30.03.2012;Kroatien (Hrvatska);;;;;2B001a;;;;; Fr. 714'625.00 
12214;30.03.2012;Kroatien (Hrvatska);;;;;2B001a;;;;; Fr. 266'750.00 
12215;30.03.2012;Belarus;;;;;4A003a;;;;; Fr. 13'667.00 
12216;02.04.2012;Indien;;;;2B001a;2B001a;;;;; Fr. 259'974.00 
12217;02.04.2012;Niederlande;;;0B001b14;;;;;;; Fr. 25'000.00 
12218;02.04.2012;Deutschland;;;;;;;5.1;;; Fr. 2'000.00 
12219;02.04.2012;Frankreich;;;;;;10c2;;;; Fr. 1'870.00 
12220;02.04.2012;Südafrika;2B350g2;;;;;;;;; Fr. 13'987.00 
12221;02.04.2012;Malta;;;;;7B003a;;;;; Fr. 27'825.00 
12222;02.04.2012;Kuwait;;;;;;11;;;; Fr. 1'742'020.00 
12223;03.04.2012;Frankreich;;;;;;;5.1;;; Fr. 242.00 
12224;03.04.2012;Russische Föderation;;;;2B201b1;;;;;; Fr. 330'669.00 
12225;03.04.2012;Brasilien;2B350g2;;;;;;;;; Fr. 2'292.00 
12225;03.04.2012;Brasilien;2B350g2;;;;;;;;; Fr. 8'974.00 
12226;03.04.2012;Taiwan, Provinz von China;;;;;5A002a1a;;;;; Fr. 56'000.00 
12227;03.04.2012;Usbekistan;2B350g3;;;;;;;;; Fr. 3'345.00 
12228;03.04.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 19'500.00 
12229;03.04.2012;Brasilien;2B350g2;;;;;;;;; Fr. 9'575.00 
12230;03.04.2012;Israel;;;;;;4b;;;; Fr. 9'230.00 
12231;03.04.2012;China;;;;2B201a1;;;;;; Fr. 174'906.00 
12232;03.04.2012;Brasilien;;;;2B201a;;;;;; Fr. 152'676.00 
12233;03.04.2012;Brasilien;;;;2B201a;;;;;; Fr. 152'676.00 
12234;03.04.2012;Brasilien;;;;2B201a1;;;;;; Fr. 190'264.00 
12236;03.04.2012;Taiwan, Provinz von China;;;;2B201b1;;;;;; Fr. 685'000.00 
12237;03.04.2012;Taiwan, Provinz von China;;;;2B201b1;;;;;; Fr. 685'000.00 
12238;04.04.2012;Belarus;;;;;2B001a;;;;; Fr. 871'655.00 
12239;04.04.2012;Taiwan, Provinz von China;2B350b3;;;;;;;;; Fr. 5'640.00 
12240;04.04.2012;Singapur;;;;1C231;;;;;; Fr. 4'000.00 
12242;05.04.2012;Taiwan, Provinz von China;;;;2B201b;;;;;; Fr. 190'000.00 
12243;05.04.2012;Thailand;;;;2B201b;;;;;; Fr. 295'000.00 
12244;05.04.2012;Russische Föderation;;;;;3A001h;;;;; Fr. 208'690.00 
12245;05.04.2012;Thailand;;;;2B001.b2;;;;;; Fr. 270'000.00 
12247;10.04.2012;Niederlande;;;0B001b14;;;;;;; Fr. 6'000.00 
12248;10.04.2012;China;;;;;3A001a2c;;;;; Fr. 641'200.00 
12249;10.04.2012;Ungarn;;;;2B201b;;;;;; Fr. 198'000.00 
12250;10.04.2012;Brasilien;;;;;5A002a1a;;;;; Fr. 816'000.00 
12251;10.04.2012;Mexiko;;7A103a;;;;;;;; Fr. 151'596.00 
12252;10.04.2012;Oman;;;;;4A003a;;;;; Fr. 25'000.00 
12253;10.04.2012;Mexiko;;;;;6A002a3f;;;;; Fr. 6'204.00 
12253;10.04.2012;Mexiko;;;;;6A002c1;;;;; Fr. 7'225.00 
12253;10.04.2012;Mexiko;;;;;6A002c1;;;;; Fr. 23'200.00 
12253;10.04.2012;Mexiko;;;;;6A002c1;;;;; Fr. 19'592.00 
12254;10.04.2012;Israel;;;;2B201b1;;;;;; Fr. 182'000.00 
12203;11.04.2012;Südafrika;;;;;;1a;;;; Fr. 4'945.00 
12255;11.04.2012;Vereinigte Staaten;;;;1B231a;;;;;; Fr. 1'450.00 
12255;11.04.2012;Vereinigte Staaten;;;;1C235;;;;;; Fr. 3'650.00 
12255;11.04.2012;Vereinigte Staaten;;;;1B231b2;;;;;; Fr. 3'200.00 
12256;11.04.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 20'274.00 
12256;11.04.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 2'781.00 
12257;11.04.2012;Brasilien;;;;;;;5.1;;; Fr. 682.00 
12259;11.04.2012;Singapur;;;;;;10c2;;;; Fr. 148'340.00 
12260;11.04.2012;Russische Föderation;;;;;;10c2;;;; Fr. 5'220'195.00 
12261;12.04.2012;Slowakei, Slowakische Republik;;;;;6A002c1;;;;; Fr. 47'230.00 
12261;12.04.2012;Slowakei, Slowakische Republik;;;;;6A002c1;;;;; Fr. 96'323.00 
12262;12.04.2012;Schweden;;;;;;4c;;;; Fr. 16'900.00 
12263;12.04.2012;China;;;;;6A005a6b2;;;;; Fr. 500'413.00 
12264;12.04.2012;Russische Föderation;;;;;6A005a6b2;;;;; Fr. 559'964.00 
12265;12.04.2012;Taiwan, Provinz von China;;;;;5A002a1a;;;;; Fr. 16'000.00 
12266;12.04.2012;Vereinigte Arabische Emirate;;;;;;1a;;;; Fr. 44'365.00 
12267;12.04.2012;China;;;;2B201a1;;;;;; Fr. 182'795.00 
12268;12.04.2012;China;;;;2B201a1;;;;;; Fr. 346'888.00 
12269;12.04.2012;China;;;;2B201a1;;;;;; Fr. 200'648.00 
12270;12.04.2012;China;;;;2B201a1;;;;;; Fr. 265'781.00 
12271;12.04.2012;China;;;;2B201b1;;;;;; Fr. 520'000.00 
12272;12.04.2012;China;;;;;5D001;;;;; Fr. 83'248.00 
12272;12.04.2012;China;;;;;5D001;;;;; Fr. 1.00 
12273;12.04.2012;Taiwan, Provinz von China;;;;;2B001a;;;;; Fr. 1'850'000.00 
12274;13.04.2012;Indonesien;;;;;6A005a6b2;;;;; Fr. 522'080.00 
12275;13.04.2012;Taiwan, Provinz von China;;;;;2D002;;;;; Fr. 4'554.00 
12276;13.04.2012;Taiwan, Provinz von China;;;;;2D002;;;;; Fr. 2'002.00 
12277;13.04.2012;Indonesien;;;;;5A002a1a;;;;; Fr. 8'000.00 
12278;13.04.2012;Thailand;2B350g2;;;;;;;;; Fr. 32'335.00 
12279;13.04.2012;China;2B350g2;;;;;;;;; Fr. 87'580.00 
12280;13.04.2012;Thailand;2B350g2;;;;;;;;; Fr. 3'941.00 
12281;13.04.2012;Slowenien;;;;;;15d;;;; Fr. 60'000.00 
12282;13.04.2012;Rumänien;;;;;6A002.c1;;;;; Fr. 11'370.00 
12283;13.04.2012;China;;;;;4E001a;;;;; Fr. 2'000.00 
12284;13.04.2012;Indien;;;;;4E001a;;;;; Fr. 2'000.00 
12285;13.04.2012;Taiwan, Provinz von China;;;;;4E001a;;;;; Fr. 2'000.00 
12286;13.04.2012;Indien;;;;;4E001a;;;;; Fr. 2'000.00 
12287;16.04.2012;Deutschland;;;0B002g;;;;;;; Fr. 13'950.00 
12288;16.04.2012;Indonesien;;;;2B201a1;2B001b2;;;;; Fr. 365'831.00 
12289;16.04.2012;Vereinigte Staaten;;;0B001b14;;;;;;; Fr. 20'000.00 
12290;16.04.2012;Serbien;;;;2B201a;;;;;; Fr. 6'000.00 
12291;16.04.2012;Belarus;;;;;;1a;;;; Fr. 14'485.00 
12292;16.04.2012;Pakistan;;;;;5A002a1a;;;;; Fr. 5'200.00 
12293;16.04.2012;Russische Föderation;;;;2B201b1;;;;;; Fr. 724'535.00 
12294;16.04.2012;China;;;;2B201b1;;;;;; Fr. 493'100.00 
12295;16.04.2012;China;;;;2B201b1;;;;;; Fr. 660'000.00 
12296;16.04.2012;Taiwan, Provinz von China;;;;2B201b1;;;;;; Fr. 130'000.00 
12297;16.04.2012;Pakistan;;;;;5A002a1a;;;;; Fr. 11'475.00 
12258;17.04.2012;Russische Föderation;;;;2B201a;;;;;; Fr. 60'000.00 
12298;17.04.2012;Aserbaidschan;;;;;4A001a1;;;;; Fr. 37'500.00 
12299;17.04.2012;Turkmenistan;2B350g3;;;;;;;;; Fr. 3'345.00 
12300;17.04.2012;Indonesien;;;;;3A001a2c;;;;; Fr. 553'000.00 
12301;17.04.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 39'500.00 
12302;17.04.2012;Slowenien;;;;;2B001a;;;;; Fr. 247'024.00 
12303;17.04.2012;Russische Föderation;;;;2B201b;;;;;; Fr. 318'400.00 
12304;17.04.2012;Kroatien (Hrvatska);;;;;2B001a;;;;; Fr. 368'500.00 
12305;17.04.2012;Brasilien;;;;;5A002a1a;;;;; Fr. 480'000.00 
12306;17.04.2012;Brasilien;;;;;5A002a1a;;;;; Fr. 240'000.00 
12307;17.04.2012;Russische Föderation;;;;;2B120;;;;; Fr. 881'600.00 
12308;17.04.2012;Serbien;;;;2B201a;2B001b;;;;; Fr. 21'600.00 
12309;17.04.2012;Rumänien;;;;2B201b1;;;;;; Fr. 522'847.00 
12310;18.04.2012;Andorra;;;;;;;5.1;;; Fr. 3'500.00 
12310;18.04.2012;Andorra;;;;;;;5.1;;; Fr. 2'000.00 
12311;18.04.2012;Südafrika;2B350g2;;;;;;;;; Fr. 19'728.00 
12312;18.04.2012;China;;;;;2B005d1;;;;; Fr. 2'119'390.00 
12314;18.04.2012;Indonesien;;;;;5A001f;;;;; Fr. 2'850.00 
12206;19.04.2012;Georgien;;;;;6A002a3f;;;;; Fr. 8'092.00 
12235;19.04.2012;Georgien;;;;;6A002a3f;;;;; Fr. 614'445.00 
12315;19.04.2012;Indien;;;;;2B001.a;;;;; Fr. 850'000.00 
12316;19.04.2012;Indien;;;;2B201a;2B001b;;;;; Fr. 300'000.00 
12313;20.04.2012;Indien;;;;;2B001a;;;;; Fr. 800'000.00 
12317;20.04.2012;Indien;;;;;;;5.1;;; Fr. 2'745.00 
12318;20.04.2012;Brasilien;;;;;;;5.1;;; Fr. 1'032.00 
12319;20.04.2012;Israel;;;;;3A001a10c;;;;; Fr. 8'185.00 
12320;20.04.2012;China;;;;;2B001d;;;;; Fr. 196'810.00 
12321;23.04.2012;Deutschland;;;;1C235;;;;;; Fr. 3'300.00 
12321;23.04.2012;Deutschland;;;;1B231.b;;;;;; Fr. 500.00 
12322;23.04.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 269'800.00 
12323;23.04.2012;China;;;;2B201a1;;;;;; Fr. 317'136.00 
12324;23.04.2012;China;;;;2B201a1;;;;;; Fr. 5'321'250.00 
12325;23.04.2012;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 266'299.00 
12326;24.04.2012;Brasilien;2B350g2;;;;;;;;; Fr. 1'232.00 
12326;24.04.2012;Brasilien;2B350g2;;;;;;;;; Fr. 1'186.00 
12327;24.04.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 19'100.00 
12328;24.04.2012;Indien;2B350g2;;;;;;;;; Fr. 4'220.00 
12329;24.04.2012;Jordanien;2B350g2;;;;;;;;; Fr. 34'807.00 
12330;24.04.2012;Indonesien;;;;1C235;;;;;; Fr. 7'600.00 
12331;24.04.2012;Mongolei;;;;;5A001f;;;;; Fr. 715'000.00 
12334;25.04.2012;China;;7A103a;;;;;;;; Fr. 151'596.00 
12335;25.04.2012;China;;;;2B201a1;;;;;; Fr. 363'272.00 
12336;25.04.2012;Hong Kong;;;;;3A001a5a1;;;;; Fr. 439'200.00 
12337;25.04.2012;Saudi-Arabien;;;;;6A002c1;;;;; Fr. 11'370.00 
12339;26.04.2012;China;;7A103a;;;;;;;; Fr. 151'596.00 
12340;26.04.2012;Eritrea;;7A103a;;;;;;;; Fr. 151'596.00 
12341;26.04.2012;Indien;;;;;3A001g2;;;;; Fr. 78'000.00 
12341;26.04.2012;Indien;;;;;3A001g2;;;;; Fr. 133'488.00 
12342;26.04.2012;Russische Föderation;;;;;7B003a;;;;; Fr. 63'764.00 
12343;26.04.2012;Indonesien;;;;;5A001f;;;;; Fr. 5'000.00 
12332;27.04.2012;Saudi-Arabien;;;;;;10;;;; Fr. 1'000'000'000.00 
12345;27.04.2012;Russische Föderation;;;;2B201b1;;;;;; Fr. 228'000.00 
12346;27.04.2012;China;;;;;3A001a2c;;;;; Fr. 77'850.00 
12347;27.04.2012;Südafrika;2B350g2;;;;;;;;; Fr. 5'032.00 
12347;27.04.2012;Südafrika;2B350.g2;;;;;;;;; Fr. 10'507.00 
12347;27.04.2012;Südafrika;2B350g2;;;;;;;;; Fr. 2'940.00 
